dataset,id,kind,name,L1,L2,L3,L4,absent,sent_indices
kaiser,HomeForTheElderly,attribute,Person.Abilities,True,True,True,True,False,13;21
kaiser,HomeForTheElderly,attribute,Invoice.InvoiceDate,True,True,True,True,False,16;22;26;27;28;29;30
kaiser,HomeForTheElderly,attribute,Invoice.OutstandingAmount,True,True,True,True,False,26;27;28;29;32
kaiser,HomeForTheElderly,attribute,Invoice.Status,False,False,False,True,False,
kaiser,HomeForTheElderly,rel_endpoint,Department-(association)->Room,True,True,True,True,False,1
kaiser,HomeForTheElderly,rel_endpoint,Department-(association)->Room (tgt),True,True,True,True,False,1
kaiser,HomeForTheElderly,rel_endpoint,Category-(association)->Room,True,True,True,True,False,3;4;5;17
kaiser,HomeForTheElderly,rel_endpoint,Category-(association)->Room (tgt),True,True,True,True,False,1
kaiser,HomeForTheElderly,rel_endpoint,Room-(association)->Bed,True,True,True,True,False,1
kaiser,HomeForTheElderly,rel_endpoint,Room-(association)->Bed (tgt),True,True,True,True,False,2;3;17
kaiser,HomeForTheElderly,rel_endpoint,Bed-(association)->Person,True,True,True,True,False,2;3;17
kaiser,HomeForTheElderly,rel_endpoint,Bed-(association)->Person (tgt),True,True,True,True,False,11;12;13;14;15;17;18;19;20;21;23;29;31
kaiser,HomeForTheElderly,rel_endpoint,Bed-(dependency)->Proposal,True,True,True,True,False,2;3;17
kaiser,HomeForTheElderly,rel_endpoint,Bed-(dependency)->Proposal (tgt),True,True,True,True,False,9;18;19;20;21;23
kaiser,HomeForTheElderly,rel_endpoint,Bed-(dependency)->Person,True,True,True,True,False,2;3;17
kaiser,HomeForTheElderly,rel_endpoint,Bed-(dependency)->Person (tgt),True,True,True,True,False,11;12;13;14;15;17;18;19;20;21;23;29;31
kaiser,HomeForTheElderly,rel_endpoint,Person-(association)->Stay,True,True,True,True,False,11;12;13;14;15;17;18;19;20;21;23;29;31
kaiser,HomeForTheElderly,rel_endpoint,Person-(association)->Stay (tgt),True,True,True,True,False,2;6;7;8;13;14;15;19;21;22;23;31;32;34
kaiser,HomeForTheElderly,rel_endpoint,Bed-(association)->Stay,True,True,True,True,False,2;3;17
kaiser,HomeForTheElderly,rel_endpoint,Bed-(association)->Stay (tgt),True,True,True,True,False,2;6;7;8;13;14;15;19;21;22;23;31;32;34
kaiser,HomeForTheElderly,rel_endpoint,Person-(association)->Invoice,True,True,True,True,False,11;12;13;14;15;17;18;19;20;21;23;29;31
kaiser,HomeForTheElderly,rel_endpoint,Person-(association)->Invoice (tgt),True,True,True,True,False,26;27;28;29;30
kaiser,HomeForTheElderly,rel_endpoint,Invoice-(association)->InvoiceLine,True,True,True,True,False,26;27;28;29;30
kaiser,HomeForTheElderly,rel_endpoint,Invoice-(association)->InvoiceLine (tgt),True,True,True,True,False,26;27;28;29;30
kaiser,HomeForTheElderly,rel_endpoint,InvoiceItem-(association)->InvoiceLine,True,True,True,True,False,26;27;28;29;30
kaiser,HomeForTheElderly,rel_endpoint,InvoiceItem-(association)->InvoiceLine (tgt),True,True,True,True,False,26;27;28;29;30
kaiser,HomeForTheElderly,rel_endpoint,Stay-(association)->InvoiceItem,True,True,True,True,False,2;6;7;8;13;14;15;19;21;22;23;31;32;34
kaiser,HomeForTheElderly,rel_endpoint,Stay-(association)->InvoiceItem (tgt),True,True,True,True,False,26;27;28;29;30
kaiser,HospitalHouseMD,class,Patient,True,True,True,True,False,1;7;9;10;11;12;14
kaiser,HospitalHouseMD,class,Doctor,True,True,True,True,False,4;14
kaiser,HospitalHouseMD,class,Diagnosis,True,True,True,True,False,1;3;4
kaiser,HospitalHouseMD,class,Illness,True,True,True,True,False,2;17;19;20
kaiser,HospitalHouseMD,class,Treatment,True,True,True,True,False,4;5;6;7;8;9;11;13;14;20
kaiser,HospitalHouseMD,class,AppliedTreatment,True,True,True,True,False,3;4;5;6;7;8;9;11;13;14;19;20
kaiser,HospitalHouseMD,attribute,Patient.Consent,True,True,True,True,False,7;9;10;11;12;20
kaiser,HospitalHouseMD,attribute,Diagnosis.Stage,True,True,True,True,False,6;7;8;9;10;11;12;13;19;20
kaiser,HospitalHouseMD,attribute,Illness.Priority,True,True,True,True,False,15;17;18;19;20
kaiser,HospitalHouseMD,rel_endpoint,Patient-(association)->Diagnosis,True,True,True,True,False,1;7;9;10;11;12;14
kaiser,HospitalHouseMD,rel_endpoint,Patient-(association)->Diagnosis (tgt),True,True,True,True,False,1;3;4
kaiser,HospitalHouseMD,rel_endpoint,Doctor-(association)->Diagnosis,True,True,True,True,False,4;14
kaiser,HospitalHouseMD,rel_endpoint,Doctor-(association)->Diagnosis (tgt),True,True,True,True,False,1;3;4
kaiser,HospitalHouseMD,rel_endpoint,Illness-(association)->Diagnosis,True,True,True,True,False,2;17;19;20
kaiser,HospitalHouseMD,rel_endpoint,Illness-(association)->Diagnosis (tgt),True,True,True,True,False,1;3;4
kaiser,HospitalHouseMD,rel_endpoint,Diagnosis-(association)->AppliedTreatment,True,True,True,True,False,1;3;4
kaiser,HospitalHouseMD,rel_endpoint,Diagnosis-(association)->AppliedTreatment (tgt),True,True,True,True,False,3;4;5;6;7;8;9;11;13;14;19;20
kaiser,HospitalHouseMD,rel_endpoint,Illness-(association)->Treatment,True,True,True,True,False,2;17;19;20
kaiser,HospitalHouseMD,rel_endpoint,Illness-(association)->Treatment (tgt),True,True,True,True,False,4;5;6;7;8;9;11;13;14;20
kaiser,HospitalHouseMD,rel_endpoint,Treatment-(association)->AppliedTreatment,True,True,True,True,False,4;5;6;7;8;9;11;13;14;20
kaiser,HospitalHouseMD,rel_endpoint,Treatment-(association)->AppliedTreatment (tgt),True,True,True,True,False,3;4;5;6;7;8;9;11;13;14;19;20
kaiser,HotelBookingManagementSystem,class,HotelChain,True,True,True,True,False,5;9;13;14;18;19;22;23;24
kaiser,HotelBookingManagementSystem,class,HotelBookingManager,True,True,True,True,False,0;5;7;8;9;10;11;12;13;14;15;16;17;18;19;20;22;23;24
kaiser,HotelBookingManagementSystem,class,Traveller,True,True,True,True,False,4;7;9;10;11;13;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,class,BillingInformation,True,True,True,True,False,1;8;11;17;20
kaiser,HotelBookingManagementSystem,class,TravelPreference,True,True,True,True,False,2;6;7
kaiser,HotelBookingManagementSystem,class,Hotel,True,True,True,True,False,5;9;13;14;18;19;22;23;24
kaiser,HotelBookingManagementSystem,class,Offer,True,True,True,True,False,10;21
kaiser,HotelBookingManagementSystem,class,SpecialOffer,True,True,True,True,False,0;9;10;21
kaiser,HotelBookingManagementSystem,class,RegularOffer,True,True,True,True,False,7;10;21
kaiser,HotelBookingManagementSystem,class,TravelSearch,True,True,True,True,False,2;6;7
kaiser,HotelBookingManagementSystem,class,SearchInfo,True,True,True,True,False,6
kaiser,HotelBookingManagementSystem,class,RoomAvailability,True,True,True,True,False,19
kaiser,HotelBookingManagementSystem,class,TripInfo,False,False,False,True,False,
kaiser,HotelBookingManagementSystem,class,BookingInfo,True,True,True,True,False,0;7;8;9;10;11;12;14;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,class,Booking,True,True,True,True,False,0;7;8;9;10;11;12;14;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,attribute,Traveller.name,True,True,True,True,False,1;2
kaiser,HotelBookingManagementSystem,attribute,Traveller.reliabilityRating,True,True,True,True,False,5;9;17;20
kaiser,HotelBookingManagementSystem,attribute,BillingInformation.companyName,True,True,True,True,False,1;2
kaiser,HotelBookingManagementSystem,attribute,BillingInformation.address,True,True,True,True,False,2;18
kaiser,HotelBookingManagementSystem,attribute,TravelPreference.preference,False,True,False,True,False,
kaiser,HotelBookingManagementSystem,attribute,TravelPreference.value,False,False,False,False,True,
kaiser,HotelBookingManagementSystem,attribute,Hotel.city,True,True,True,True,False,4;9;18
kaiser,HotelBookingManagementSystem,attribute,Hotel.country,False,False,False,True,False,
kaiser,HotelBookingManagementSystem,attribute,Hotel.area,True,True,True,True,False,9
kaiser,HotelBookingManagementSystem,attribute,Hotel.availability,False,False,False,False,True,
kaiser,HotelBookingManagementSystem,attribute,TripInfo.numberOfRooms,True,True,True,True,False,4;7;8;19;23
kaiser,HotelBookingManagementSystem,attribute,TripInfo.roomType,True,True,True,True,False,4;19
kaiser,HotelBookingManagementSystem,attribute,TripInfo.arrivalDate,True,True,True,True,False,4
kaiser,HotelBookingManagementSystem,attribute,TripInfo.departureDate,True,True,True,True,False,4
kaiser,HotelBookingManagementSystem,attribute,TripInfo.budgetPerNight,True,True,True,True,False,5;6;16
kaiser,HotelBookingManagementSystem,attribute,Booking.bookingId,True,True,True,True,False,0;7;8;9;10;11;12;14;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,attribute,Booking.cancellationDeadline,True,True,True,True,False,10;15;16
kaiser,HotelBookingManagementSystem,attribute,Booking.creditCardNumber,True,True,True,True,False,4;11
kaiser,HotelBookingManagementSystem,attribute,Booking.bookingStatus,True,True,True,True,False,0;7;8;9;10;11;12;14;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,attribute,Booking.paymentType,True,True,True,True,False,4;19
kaiser,HotelBookingManagementSystem,attribute,Booking.confirmationDate,True,True,True,True,False,4;22
kaiser,HotelBookingManagementSystem,attribute,Booking.paidAmount,True,True,True,True,False,12;13;23
kaiser,HotelBookingManagementSystem,enum_value,RoomType.SINGLE,True,True,True,True,False,5
kaiser,HotelBookingManagementSystem,enum_value,RoomType.DOUBLE,True,True,True,True,False,5
kaiser,HotelBookingManagementSystem,enum_value,RoomType.TWIN,True,True,True,True,False,5
kaiser,HotelBookingManagementSystem,enum_value,BookingStatus.FINALIZED,True,True,True,True,False,12;14;22
kaiser,HotelBookingManagementSystem,enum_value,BookingStatus.CONFIRMED,True,True,True,True,False,14;15;16;23;24
kaiser,HotelBookingManagementSystem,enum_value,BookingStatus.CANCELLED_BY_HBMS,True,True,True,True,False,0;1;7;8;10;14;16;17;18;19;20;23
kaiser,HotelBookingManagementSystem,enum_value,BookingStatus.PRELIMINARY,True,True,True,True,False,7;8;10;20
kaiser,HotelBookingManagementSystem,enum_value,BookingStatus.CANCELLED_BY_TRAVELLER,True,True,True,True,False,0;1;4;7;9;10;11;13;14;15;16;17;18;20;22;23;24
kaiser,HotelBookingManagementSystem,enum_value,BookingStatus.CANCELLED_BY_HOTEL,True,True,True,True,False,0;1;5;9;13;14;16;18;19;22;23;24
kaiser,HotelBookingManagementSystem,enum_value,PaymentType.PREPAID,False,False,False,False,True,
kaiser,HotelBookingManagementSystem,enum_value,PaymentType.PAID_AT_HOTEL,True,True,True,True,False,5;9;12;13;14;18;19;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,Offer-(inheritance)->SpecialOffer,True,True,True,True,False,10;21
kaiser,HotelBookingManagementSystem,rel_endpoint,Offer-(inheritance)->SpecialOffer (tgt),True,True,True,True,False,0;9;10;21
kaiser,HotelBookingManagementSystem,rel_endpoint,Offer-(inheritance)->RegularOffer,True,True,True,True,False,10;21
kaiser,HotelBookingManagementSystem,rel_endpoint,Offer-(inheritance)->RegularOffer (tgt),True,True,True,True,False,7;10;21
kaiser,HotelBookingManagementSystem,rel_endpoint,TripInfo-(inheritance)->RoomAvailability,False,False,False,True,False,
kaiser,HotelBookingManagementSystem,rel_endpoint,TripInfo-(inheritance)->RoomAvailability (tgt),True,True,True,True,False,19
kaiser,HotelBookingManagementSystem,rel_endpoint,TripInfo-(inheritance)->SearchInfo,False,False,False,True,False,
kaiser,HotelBookingManagementSystem,rel_endpoint,TripInfo-(inheritance)->SearchInfo (tgt),True,True,True,True,False,6
kaiser,HotelBookingManagementSystem,rel_endpoint,TripInfo-(inheritance)->BookingInfo,False,False,False,True,False,
kaiser,HotelBookingManagementSystem,rel_endpoint,TripInfo-(inheritance)->BookingInfo (tgt),True,True,True,True,False,0;7;8;9;10;11;12;14;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,HotelChain-(composition)->Hotel,True,True,True,True,False,5;9;13;14;18;19;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,HotelChain-(composition)->Hotel (tgt),True,True,True,True,False,5;9;13;14;18;19;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,HotelBookingManager-(composition)->HotelChain,True,True,True,True,False,0;5;7;8;9;10;11;12;13;14;15;16;17;18;19;20;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,HotelBookingManager-(composition)->HotelChain (tgt),True,True,True,True,False,5;9;13;14;18;19;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,HotelBookingManager-(composition)->Traveller,True,True,True,True,False,0;5;7;8;9;10;11;12;13;14;15;16;17;18;19;20;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,HotelBookingManager-(composition)->Traveller (tgt),True,True,True,True,False,4;7;9;10;11;13;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,Hotel-(composition)->Offer,True,True,True,True,False,5;9;13;14;18;19;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,Hotel-(composition)->Offer (tgt),True,True,True,True,False,10;21
kaiser,HotelBookingManagementSystem,rel_endpoint,Hotel-(composition)->RoomAvailability,True,True,True,True,False,5;9;13;14;18;19;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,Hotel-(composition)->RoomAvailability (tgt),True,True,True,True,False,19
kaiser,HotelBookingManagementSystem,rel_endpoint,Traveller-(composition)->TravelSearch,True,True,True,True,False,4;7;9;10;11;13;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,Traveller-(composition)->TravelSearch (tgt),True,True,True,True,False,2;6;7
kaiser,HotelBookingManagementSystem,rel_endpoint,Traveller-(composition)->TravelPreference,True,True,True,True,False,4;7;9;10;11;13;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,Traveller-(composition)->TravelPreference (tgt),True,True,True,True,False,2;6;7
kaiser,HotelBookingManagementSystem,rel_endpoint,Traveller-(composition)->BillingInformation,True,True,True,True,False,4;7;9;10;11;13;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,Traveller-(composition)->BillingInformation (tgt),True,True,True,True,False,1;8;11;17;20
kaiser,HotelBookingManagementSystem,rel_endpoint,TravelSearch-(composition)->SearchInfo,True,True,True,True,False,2;6;7
kaiser,HotelBookingManagementSystem,rel_endpoint,TravelSearch-(composition)->SearchInfo (tgt),True,True,True,True,False,6
kaiser,HotelBookingManagementSystem,rel_endpoint,TravelSearch-(composition)->TravelPreference,True,True,True,True,False,2;6;7
kaiser,HotelBookingManagementSystem,rel_endpoint,TravelSearch-(composition)->TravelPreference (tgt),True,True,True,True,False,2;6;7
kaiser,HotelBookingManagementSystem,rel_endpoint,Booking-(composition)->BookingInfo,True,True,True,True,False,0;7;8;9;10;11;12;14;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,Booking-(composition)->BookingInfo (tgt),True,True,True,True,False,0;7;8;9;10;11;12;14;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,RegularOffer-(association)->TravelSearch,True,True,True,True,False,7;10;21
kaiser,HotelBookingManagementSystem,rel_endpoint,RegularOffer-(association)->TravelSearch (tgt),True,True,True,True,False,2;6;7
kaiser,HotelBookingManagementSystem,rel_endpoint,Hotel-(association)->Booking,True,True,True,True,False,5;9;13;14;18;19;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,Hotel-(association)->Booking (tgt),True,True,True,True,False,0;7;8;9;10;11;12;14;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,Booking-(association)->Offer,True,True,True,True,False,0;7;8;9;10;11;12;14;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,Booking-(association)->Offer (tgt),True,True,True,True,False,10;21
kaiser,HotelBookingManagementSystem,rel_endpoint,Booking-(association)->Traveller,True,True,True,True,False,0;7;8;9;10;11;12;14;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,Booking-(association)->Traveller (tgt),True,True,True,True,False,4;7;9;10;11;13;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,SpecialOffer-(association)->BookingInfo,True,True,True,True,False,0;9;10;21
kaiser,HotelBookingManagementSystem,rel_endpoint,SpecialOffer-(association)->BookingInfo (tgt),True,True,True,True,False,0;7;8;9;10;11;12;14;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,BookingInfo-(association)->SpecialOffer,True,True,True,True,False,0;7;8;9;10;11;12;14;15;16;17;20;22;23;24
kaiser,HotelBookingManagementSystem,rel_endpoint,BookingInfo-(association)->SpecialOffer (tgt),True,True,True,True,False,0;9;10;21
kaiser,House,class,ConcreteBasement,True,True,True,True,False,0;1;2
kaiser,House,class,Basement,True,True,True,True,False,1
kaiser,House,class,EarthBasement,True,True,True,True,False,1;2;3
kaiser,House,class,SemiDetached,True,True,True,True,False,4;6
kaiser,House,class,House,True,True,True,True,False,0;1;4;5;6;8;9
kaiser,House,class,JobLog,True,True,True,True,False,9
kaiser,House,class,SemiDetachedWithCarport,True,True,True,True,False,4;6
kaiser,House,class,SemiDetachedWithGarage,True,True,True,True,False,4;6;7
kaiser,House,class,Company,True,True,True,True,False,9
kaiser,House,class,Carport,False,True,False,True,False,
kaiser,House,class,Garage,True,True,True,True,False,6;7
kaiser,House,attribute,ConcreteBasement.Quality,False,False,False,False,True,
kaiser,House,attribute,Basement.Size,True,True,True,True,False,1
kaiser,House,attribute,Basement.Name,True,True,True,True,False,1
kaiser,House,attribute,EarthBasement.Humidity,True,True,True,True,False,3
kaiser,House,attribute,SemiDetached.Garden,True,True,True,True,False,5
kaiser,House,attribute,SemiDetached.Windows,True,True,True,True,False,5
kaiser,House,attribute,House.Address,True,True,True,True,False,0
kaiser,House,attribute,House.BuildingMaterial,True,True,True,True,False,0
kaiser,House,attribute,JobLog.Hours,True,True,True,True,False,9
kaiser,House,attribute,JobLog.Price,True,True,True,True,False,9
kaiser,House,attribute,Company.Name,True,True,True,True,False,1
kaiser,House,attribute,Company.Address,True,True,True,True,False,0
kaiser,House,attribute,Carport.DoublePort,True,True,True,True,False,7
kaiser,House,attribute,Carport.flatRoof,True,True,True,True,False,7
kaiser,House,attribute,Garage.Automatic,True,True,True,True,False,7
kaiser,House,enum_value,BMType.wood,True,True,True,True,False,0
kaiser,House,enum_value,BMType.brick,True,True,True,True,False,0
kaiser,House,enum_value,BMType.concrete,True,True,True,True,False,0;2
kaiser,House,rel_endpoint,Basement-(inheritance)->ConcreteBasement,True,True,True,True,False,1
kaiser,House,rel_endpoint,Basement-(inheritance)->ConcreteBasement (tgt),True,True,True,True,False,0;1;2
kaiser,House,rel_endpoint,Basement-(inheritance)->EarthBasement,True,True,True,True,False,1
kaiser,House,rel_endpoint,Basement-(inheritance)->EarthBasement (tgt),True,True,True,True,False,1;2;3
kaiser,House,rel_endpoint,House-(composition)->Basement,True,True,True,True,False,0;1;4;5;6;8;9
kaiser,House,rel_endpoint,House-(composition)->Basement (tgt),True,True,True,True,False,1
kaiser,House,rel_endpoint,House-(association)->Company,True,True,True,True,False,0;1;4;5;6;8;9
kaiser,House,rel_endpoint,House-(association)->Company (tgt),True,True,True,True,False,9
kaiser,House,rel_endpoint,House-(dependency)->JobLog,True,True,True,True,False,0;1;4;5;6;8;9
kaiser,House,rel_endpoint,House-(dependency)->JobLog (tgt),True,True,True,True,False,9
kaiser,House,rel_endpoint,House-(dependency)->Company,True,True,True,True,False,0;1;4;5;6;8;9
kaiser,House,rel_endpoint,House-(dependency)->Company (tgt),True,True,True,True,False,9
kaiser,House,rel_endpoint,House-(inheritance)->SemiDetached,True,True,True,True,False,0;1;4;5;6;8;9
kaiser,House,rel_endpoint,House-(inheritance)->SemiDetached (tgt),True,True,True,True,False,4;6
kaiser,House,rel_endpoint,SemiDetached-(inheritance)->SemiDetachedWithCarport,True,True,True,True,False,4;6
kaiser,House,rel_endpoint,SemiDetached-(inheritance)->SemiDetachedWithCarport (tgt),True,True,True,True,False,4;6
kaiser,House,rel_endpoint,SemiDetached-(inheritance)->SemiDetachedWithGarage,True,True,True,True,False,4;6
kaiser,House,rel_endpoint,SemiDetached-(inheritance)->SemiDetachedWithGarage (tgt),True,True,True,True,False,4;6;7
kaiser,House,rel_endpoint,SemiDetachedWithCarport-(association)->Carport,True,True,True,True,False,4;6
kaiser,House,rel_endpoint,SemiDetachedWithCarport-(association)->Carport (tgt),False,True,False,True,False,
kaiser,House,rel_endpoint,SemiDetachedWithGarage-(association)->Garage,True,True,True,True,False,4;6;7
kaiser,House,rel_endpoint,SemiDetachedWithGarage-(association)->Garage (tgt),True,True,True,True,False,6;7
kaiser,Kinepolis,class,Cinema,True,True,True,True,False,1;2;4
kaiser,Kinepolis,class,Theatre,True,True,True,True,False,2;12;19
kaiser,Kinepolis,class,Movie,True,True,True,True,False,2;12
kaiser,Kinepolis,class,MovieCopy,True,True,True,True,False,2;3;12
kaiser,Kinepolis,class,CopyLocation,True,True,True,True,False,2;3
kaiser,Kinepolis,class,Seat,True,True,True,True,False,8;10;12;15;16;17;18
kaiser,Kinepolis,class,Show,True,True,True,True,False,6;7;8;10;12;14;19
kaiser,Kinepolis,class,Ticket,True,True,True,True,False,15;16
kaiser,Kinepolis,class,Customer,True,True,True,True,False,8;13;15
kaiser,Kinepolis,class,OnlineTicket,True,True,True,True,False,15;16
kaiser,Kinepolis,class,AlternativeOffer,True,True,True,True,False,13;14;15
kaiser,Kinepolis,attribute,Cinema.Name,False,False,False,True,False,
kaiser,Kinepolis,attribute,Cinema.City,False,False,False,False,True,
kaiser,Kinepolis,attribute,Theatre.Number,True,True,True,True,False,17;19
kaiser,Kinepolis,attribute,Movie.Title,False,False,False,False,True,
kaiser,Kinepolis,attribute,Movie.durationMinutes,False,False,False,True,False,
kaiser,Kinepolis,attribute,MovieCopy.Id,False,False,False,False,True,
kaiser,Kinepolis,attribute,CopyLocation.StartDate,True,True,True,True,False,6;14
kaiser,Kinepolis,attribute,CopyLocation.EndDate,False,False,False,True,False,
kaiser,Kinepolis,attribute,Seat.SeatNumber,True,True,True,True,False,8;10;12;15;16;17;18;19
kaiser,Kinepolis,attribute,Show.StartTime,True,True,True,True,False,6;7;8;14
kaiser,Kinepolis,attribute,Show.EndTime,True,True,True,True,False,7;8
kaiser,Kinepolis,attribute,Ticket.TicketId,True,True,True,True,False,15;16
kaiser,Kinepolis,attribute,Ticket.Price,False,False,False,False,True,
kaiser,Kinepolis,attribute,Customer.Name,False,False,False,True,False,
kaiser,Kinepolis,attribute,Customer.CustomerId,True,True,True,True,False,8;13;15
kaiser,Kinepolis,attribute,OnlineTicket.OnlineTicketId,True,True,True,True,False,15;16
kaiser,Kinepolis,attribute,OnlineTicket.Price,False,False,False,False,True,
kaiser,Kinepolis,attribute,AlternativeOffer.AlternativeOfferId,True,True,True,True,False,13;14;15
kaiser,Kinepolis,rel_endpoint,Cinema-(association)->Theatre,True,True,True,True,False,1;2;4
kaiser,Kinepolis,rel_endpoint,Cinema-(association)->Theatre (tgt),True,True,True,True,False,2;12;19
kaiser,Kinepolis,rel_endpoint,Movie-(association)->MovieCopy,True,True,True,True,False,2;12
kaiser,Kinepolis,rel_endpoint,Movie-(association)->MovieCopy (tgt),True,True,True,True,False,2;3;12
kaiser,Kinepolis,rel_endpoint,Cinema-(association)->CopyLocation,True,True,True,True,False,1;2;4
kaiser,Kinepolis,rel_endpoint,Cinema-(association)->CopyLocation (tgt),True,True,True,True,False,2;3
kaiser,Kinepolis,rel_endpoint,MovieCopy-(association)->CopyLocation,True,True,True,True,False,2;3;12
kaiser,Kinepolis,rel_endpoint,MovieCopy-(association)->CopyLocation (tgt),True,True,True,True,False,2;3
kaiser,Kinepolis,rel_endpoint,Theatre-(association)->Seat,True,True,True,True,False,2;12;19
kaiser,Kinepolis,rel_endpoint,Theatre-(association)->Seat (tgt),True,True,True,True,False,8;10;12;15;16;17;18
kaiser,Kinepolis,rel_endpoint,Theatre-(association)->Show,True,True,True,True,False,2;12;19
kaiser,Kinepolis,rel_endpoint,Theatre-(association)->Show (tgt),True,True,True,True,False,6;7;8;10;12;14;19
kaiser,Kinepolis,rel_endpoint,CopyLocation-(association)->Show,True,True,True,True,False,2;3
kaiser,Kinepolis,rel_endpoint,CopyLocation-(association)->Show (tgt),True,True,True,True,False,6;7;8;10;12;14;19
kaiser,Kinepolis,rel_endpoint,Seat-(association)->Ticket,True,True,True,True,False,8;10;12;15;16;17;18
kaiser,Kinepolis,rel_endpoint,Seat-(association)->Ticket (tgt),True,True,True,True,False,15;16
kaiser,Kinepolis,rel_endpoint,Show-(association)->Ticket,True,True,True,True,False,6;7;8;10;12;14;19
kaiser,Kinepolis,rel_endpoint,Show-(association)->Ticket (tgt),True,True,True,True,False,15;16
kaiser,Kinepolis,rel_endpoint,Customer-(association)->OnlineTicket,True,True,True,True,False,8;13;15
kaiser,Kinepolis,rel_endpoint,Customer-(association)->OnlineTicket (tgt),True,True,True,True,False,15;16
kaiser,Kinepolis,rel_endpoint,Seat-(association)->OnlineTicket,True,True,True,True,False,8;10;12;15;16;17;18
kaiser,Kinepolis,rel_endpoint,Seat-(association)->OnlineTicket (tgt),True,True,True,True,False,15;16
kaiser,Kinepolis,rel_endpoint,Show-(association)->OnlineTicket,True,True,True,True,False,6;7;8;10;12;14;19
kaiser,Kinepolis,rel_endpoint,Show-(association)->OnlineTicket (tgt),True,True,True,True,False,15;16
kaiser,Kinepolis,rel_endpoint,OnlineTicket-(association)->AlternativeOffer,True,True,True,True,False,15;16
kaiser,Kinepolis,rel_endpoint,OnlineTicket-(association)->AlternativeOffer (tgt),True,True,True,True,False,13;14;15
kaiser,Kinepolis,rel_endpoint,Seat-(association)->AlternativeOffer,True,True,True,True,False,8;10;12;15;16;17;18
kaiser,Kinepolis,rel_endpoint,Seat-(association)->AlternativeOffer (tgt),True,True,True,True,False,13;14;15
kaiser,Kinepolis,rel_endpoint,Show-(association)->AlternativeOffer,True,True,True,True,False,6;7;8;10;12;14;19
kaiser,Kinepolis,rel_endpoint,Show-(association)->AlternativeOffer (tgt),True,True,True,True,False,13;14;15
kaiser,LabTracker,class,Person,False,False,False,True,False,
kaiser,LabTracker,class,PersonRole,False,False,False,True,False,
kaiser,LabTracker,class,Patient,True,True,True,True,False,5;18;19;22;23
kaiser,LabTracker,class,Doctor,True,True,True,True,False,2;3;4;6;15;18
kaiser,LabTracker,class,Requisition,True,True,True,True,False,0;2;4;5;7;8;9;15;17;22
kaiser,LabTracker,class,TestResult,True,True,True,True,False,6;9;10;11;13;14;18;20
kaiser,LabTracker,class,SpecificTest,True,True,True,True,False,6;9;10;11;13;14;18;20
kaiser,LabTracker,class,Appointment,True,True,True,True,False,19;20;22;23;24;25
kaiser,LabTracker,class,BusinessHour,True,True,True,True,False,22;26;28
kaiser,LabTracker,class,Lab,True,True,True,True,False,0;10;11;22;24;26;28;29
kaiser,LabTracker,class,Test,True,True,True,True,False,6;9;10;11;13;14;18;20
kaiser,LabTracker,class,TestType,True,True,True,True,False,6;9;10;11;13;14;18;20
kaiser,LabTracker,attribute,Person.LastName,True,True,True,True,False,2;5;24
kaiser,LabTracker,attribute,Person.FirstName,True,True,True,True,False,2;5;24
kaiser,LabTracker,attribute,Person.Address,True,True,True,True,False,2;5;22
kaiser,LabTracker,attribute,Person.PhoneNumber,True,True,True,True,False,2;5;15;24
kaiser,LabTracker,attribute,PersonRole.IdNumber,True,True,True,True,False,2;5;15;24
kaiser,LabTracker,attribute,Patient.DateOfBirth,True,True,True,True,False,0;1;3;4;5;7;11;12;15;18;24;25;27;28
